data;cod;produto;preco;unidade;faot_unid;cod_id;cod_sku;marca
2026-05-01;mamao-papaia-unidade-5130786;Mamão Papaia Unidade;5.19;un;1.0;32822;32747;Zona Sul
2026-05-01;ovos-brancos-jumbo-mantiqueira-com-10-unidades-437638;Ovos Brancos Jumbo Mantiqueira Com 10 Unidades;11.29;un;1.0;7002;7020;MANTIQUEIRA
2026-05-01;matte-leao-limao-pet-1-5l-118222;Matte Leão Limão Pet 1,5L;7.45;un;1.0;8711;8723;LEAO
2026-05-01;couve-flor-unidade-189111;Couve Flor Unidade;9.59;un;1.0;7446;7465;Zona Sul
2026-05-01;ovos-vermelhos-caipira-happy-eggs-com-20-unidades-370550;Ovos Vermelhos Caipira Happy Eggs Com 20 Unidades;25.79;un;1.0;6939;6957;HAPPY EGGS
2026-05-01;cheiro-verde-unidade-201049;Cheiro Verde Unidade;2.99;un;1.0;7411;7430;Zona Sul
2026-05-01;papel-higienico-folha-tripla-neve-supreme-dermacare-pacote-leve-12-pague-11-unidades-840750;Papel Higiênico Folha Tripla Neve Supreme Dermacare  Pacote Leve 12 Pague 11 Unidades;23.89;un;1.0;1259;1266;NEVE
2026-05-01;agua-mineral-com-gas-sao-lourenco-pet-1-26-l-140805;Água Mineral Com Gás São Lourenço Pet 1,26 L;4.59;un;1.0;3915;3929;SAO LOURENCO
2026-05-01;mucarela-em-fatias-92363;Muçarela  em Fatias 200g;72.59;kg;0.2;1361;1368;Zona Sul
2026-05-01;pao-frances-panetto-60g-com-4-unidades-96318;Pão Francês Panetto  60g Com 4 unidades;24.99;kg;0.24;35477;35404;PANETTO
2026-05-01;abobrinha-italiana-unidade-423513;Abobrinha Italiana Unidade;1.38;un;1.0;16065;15956;Zona Sul
2026-05-01;desinfetante-banheiro-tira-limo-veja-x-14-sache-400ml-refil-economico-1066404;Desinfetante Banheiro Tira-Limo Veja X-14 Sachê 400ml Refil Econômico;9.99;un;1.0;27159;27083;VEJA
2026-05-01;couve-manteiga-unidade-201235;Couve Manteiga Unidade;2.99;un;1.0;7445;7464;Zona Sul
2026-05-01;file-de-peito-de-frango-sadia-bandeja-1kg-290564;Filé de Peito de Frango Sadia Bandeja 1kg;21.99;un;1.0;7;7;SADIA
2026-05-01;coentro-unidade-200930;Coentro Unidade;2.99;un;1.0;7408;7427;Zona Sul
2026-05-01;la-de-aco-bombril-com-6-unidades-45g-1180320;Lã de Aço Bombril com 6 Unidades 45g;2.79;un;1.0;41130;41057;BOMBRIL
2026-05-01;leite-longa-vida-integral-elege-tetra-pak-1l-371289;Leite Longa Vida Integral Elegê Tetra Pak 1L;7.69;un;1.0;9974;9988;ELEGE
2026-05-01;espinafre-unidade-200948;Espinafre Unidade;2.99;un;1.0;7464;7483;Zona Sul
2026-05-01;limao-cariorta-1kg-98981;Limão Cariorta 1Kg;11.99;kg;1.0;24698;24622;CARIORTA
2026-05-01;papel-higienico-folha-tripla-neve-supreme-dermacare-pacote-leve-16-pague-15-unidades-981168;Papel Higiênico Folha Tripla Neve Supreme Dermacare Pacote Leve 16 Pague 15 Unidades;29.99;un;1.0;1262;1269;NEVE
2026-05-01;tomate-pelado-italiano-due-lata-400g-5459389;Tomate Pelado Italiano Due Lata 400g;8.37;un;1.0;39142;39069;DUE
